Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Asset_Category
Bhaggoolal Valmiki,RSMD,0,12th Pass,50,254323,Jalaun,0,0,M,1L-10L
Bhanu Pratap Singh Verma,BJP,1,Post Graduate,50,1491809,Jalaun,115000,0,M,10L-1Cr
Dashrath Singh Ahirwar,RDMP,0,10th Pass,27,130000,Jalaun,60000,0,M,1L-10L
Dr. Babu Ramadhin Ahirwar,INC,0,Doctorate,58,899586,Jalaun,34529,0,M,1L-10L
Hukum,JPS,0,Null,52,799267,Jalaun,0,0,M,1L-10L
Kashiram,CPI(ML)(L),0,12th Pass,35,73020,Jalaun,0,0,M,<1L
Nathuram Verma Lohia,NCP,0,8th Pass,63,3285000,Jalaun,0,0,M,10L-1Cr
Prabha Verma,AD,0,Doctorate,25,1180000,Jalaun,0,0,F,10L-1Cr
Pratap Singh Kathariya,NELU,0,10th Pass,39,81500,Jalaun,0,0,M,<1L
Sanjay Kumar,RAJUP,0,10th Pass,28,11000,Jalaun,0,0,M,<1L
Tilak Chandra Ahirwar,BSP,0,Graduate,40,4443000,Jalaun,500000,0,M,10L-1Cr
Dhananjay Singh,BSP,1,Post Graduate,33,4362656,Jaunpur,678982,0,M,10L-1Cr
Achheylal Nishad,NELU,0,Null,61,1995000,Jaunpur,0,0,M,10L-1Cr
Bahadur Sonkar,IJP,0,Literate,48,150000,Jaunpur,0,0,M,1L-10L
Geeta Singh,RDMP,0,Graduate Professional,46,1600000,Jaunpur,0,0,F,10L-1Cr
Giraja Shankar Yadava,GGP,0,Others,49,1141655,Jaunpur,140,0,M,10L-1Cr
Paras Nath Yadava,SP,0,12th Pass,54,13874968,Jaunpur,0,0,M,>1Cr
Rajesh S/O Rameshchandra,AD,0,Graduate,30,297000,Jaunpur,50000,0,M,1L-10L
Rajesh S/O Ramyagya,EKSP,0,10th Pass,32,1655238,Jaunpur,0,0,M,10L-1Cr
Rajkishun,Rashtriya Swabhimaan Party,0,Post Graduate,26,950000,Jaunpur,0,0,M,1L-10L
Ramchandar,RASD,0,8th Pass,52,1067695,Jaunpur,20000,0,M,10L-1Cr
Ravi Shankar,LJP,0,Graduate,38,0,Jaunpur,0,0,M,
Seema,BJP,0,Post Graduate,37,2838000,Jaunpur,135000,0,F,10L-1Cr
Pradeep Kumar Jain,INC,2,Post Graduate,46,3343719,Jhansi,0,0,M,10L-1Cr
Babu Lal Nangal,LSVP,0,Null,65,2116000,Jhansi,88000,0,M,10L-1Cr
Balak Das,AD,0,Null,40,437000,Jhansi,0,0,M,1L-10L
Chandrpal Singh Yadav,SP,4,Null,49,12091752,Jhansi,0,0,M,>1Cr
Deepmala Kushwaha,RTKP,1,Null,28,206206,Jhansi,0,0,M,1L-10L
Manmohan Gupta,IJP,0,Null,62,3528456,Jhansi,0,0,M,10L-1Cr
Ramdas,BJTP,0,Null,50,49766,Jhansi,0,0,M,<1L
Ramesh Kumar Sharma,BSP,0,Null,58,69793000,Jhansi,0,0,M,>1Cr
Ravindra Shukla,BJP,0,Null,50,9064094,Jhansi,1819376,0,M,10L-1Cr
Sujan Singh Bundela,RSMD,0,Null,63,115770215,Jhansi,260536,0,M,>1Cr
Tabassum Begam,BSP,0,10th Pass,39,11667328,Kairana,0,1,F,>1Cr
Hukum Singh,BJP,1,Graduate Professional,71,13488895,Kairana,0,0,M,>1Cr
Karan Singh,JSP,0,Graduate,40,2000,Kairana,0,0,M,<1L
Kunwar Pal,RDMP,0,12th Pass,50,3701000,Kairana,20000,0,M,10L-1Cr
Priya Kumar,ABHM,0,12th Pass,37,644000,Kairana,0,0,M,1L-10L
Raj Bahadur,IJP,0,Graduate,26,103000,Kairana,0,0,M,1L-10L
Rajnish Notial,Ambedkar Samaj Party,0,Literate,28,250000,Kairana,0,0,M,1L-10L
Shafik,UNLP,0,Literate,52,85000,Kairana,0,0,M,<1L
Shajan Masood,SP,3,Graduate,36,7119617,Kairana,784480,0,M,10L-1Cr
Surendra Kumar,INC,0,10th Pass,45,5825591,Kairana,219000,0,M,10L-1Cr
Brijbhushan Saran Singh,SP,2,Graduate Professional,52,53537885,Kaiserganj,0,0,M,>1Cr
Daya Ram,PDFO,1,Null,41,653534,Kaiserganj,140000,0,M,1L-10L
Dr Lalta Prasad Mishra Alis Dr L P Mishra,BJP,0,Doctorate,59,35903033,Kaiserganj,3275766,0,M,>1Cr
Hafeez,AD,0,8th Pass,47,1880000,Kaiserganj,0,0,M,10L-1Cr
Manoj Kumar,Lok Dal,0,Graduate,33,721000,Kaiserganj,0,0,M,1L-10L
Mohd Aleem,INC,0,12th Pass,46,8957811,Kaiserganj,0,0,M,10L-1Cr
Ram Praksh,RPI(A),0,10th Pass,39,417000,Kaiserganj,0,0,M,1L-10L
Ramender Dev Pathak,PECP,0,Graduate Professional,60,5661821,Kaiserganj,0,0,M,10L-1Cr
Surendra Nath Awasthi,BSP,0,Post Graduate,53,16540782,Kaiserganj,2061909,0,M,>1Cr
Zameer Ahamad,ANC,0,10th Pass,53,107000,Kaiserganj,0,0,M,1L-10L
Akhilesh Yadav,SP,0,Graduate Professional,35,48582202,Kannauj,7726354,1,M,>1Cr
Ajab Singh,Akhil Bharatiya Ashok Sena,0,12th Pass,30,2555500,Kannauj,0,0,M,10L-1Cr
Balram,BSP(K),2,Null,29,621000,Kannauj,200000,0,M,1L-10L
Narayan Kumar,RDMP,0,Graduate,39,313196,Kannauj,0,0,M,1L-10L
Ram Babu Trivedi,BPD,0,Post Graduate,62,1559370,Kannauj,0,0,M,10L-1Cr
Ram Karan,VAJP,0,Graduate,37,1498600,Kannauj,7000,0,M,10L-1Cr
Ram Swaroop,JPS,0,Graduate,70,2120187,Kannauj,0,0,M,10L-1Cr
Subrat Pathak,BJP,0,Graduate,29,10172404,Kannauj,468672,0,M,>1Cr
Vijay Singh Chauhan,Mahan Dal,0,12th Pass,53,6225000,Kannauj,100000,0,M,10L-1Cr
Sarvey Satyanarayana,INC,1,Graduate Professional,54,10112521,KANNAUJ  :BYE-ELECTION ON 24-06-2012,116848,0,M,>1Cr
Bheem Sen,TDP,0,Graduate Professional,60,2856116,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M,10L-1Cr
C Francis Mjf,SP,0,Graduate,57,60000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M,<1L
Dr.Lavu Rathaiah,LSP,1,Doctorate,56,155460261,KANNAUJ  :BYE-ELECTION ON 24-06-2012,57975695,0,M,>1Cr
Indrasena Reddy,BJP,0,Post Graduate,56,24115000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,235000,0,M,>1Cr
M Babu Rao,BSP,2,12th Pass,52,14100000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,1115000,0,M,>1Cr
N V Rama Reddy,PPOI,0,10th Pass,54,36650006,KANNAUJ  :BYE-ELECTION ON 24-06-2012,96384,0,M,>1Cr
Narendar Kumbala,BPD,0,Post Graduate,39,120000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M,1L-10L
P Ramakrishna,RKSP,0,Null,42,0,KANNAUJ  :BYE-ELECTION ON 24-06-2012,2100000,0,M,
S D Krishnamurthy,TNPP,0,Post Graduate,51,1430000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M,10L-1Cr
Thulla Devender Goud,PRAP,0,Graduate,56,352257953,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M,>1Cr
Sri Prakash Jaiswal,INC,0,12th Pass,64,30767980,Kanpur,0,1,M,>1Cr
Gufran Ahmed,RWSP,0,12th Pass,49,700000,Kanpur,0,0,M,1L-10L
Jagdish Prasad,ABHM,0,Null,48,284000,Kanpur,0,0,M,1L-10L
Moti Lal Sharma,IJP,0,8th Pass,59,19650,Kanpur,0,0,M,<1L
Omendra Bharat,BPD,0,Post Graduate,29,35457,Kanpur,0,0,M,<1L
Satish Mahana,BJP,0,Graduate,48,18717462,Kanpur,0,0,M,>1Cr
Sukhda Mishra,BSP,0,Graduate,67,46179000,Kanpur,1583789,0,F,>1Cr
Surendra Mohan Agrawal,SP,4,12th Pass,65,16479277,Kanpur,0,0,M,>1Cr
Shailendra Kumar,SP,0,Graduate,51,20800327,Kaushambi,0,1,M,>1Cr
Gautam Chaudhary,BJP,0,Graduate Professional,44,3518000,Kaushambi,0,0,M,10L-1Cr
Girish Chandra Pasi,BSP,9,Graduate,39,2407001,Kaushambi,0,0,M,10L-1Cr
Gulab Sonkar,IJP,0,Graduate,45,243000,Kaushambi,0,0,M,1L-10L
Ram Nihor Rakesh,INC,0,Null,64,329586,Kaushambi,0,0,M,1L-10L
Umesh Chandra Pasi,AD,0,10th Pass,40,2954000,Kaushambi,5000,0,M,10L-1Cr
Zafar Ali Naqvi,INC,0,Graduate Professional,61,3979881,Kheri,0,1,M,10L-1Cr
Ajay Kumar,BJP,2,Graduate Professional,50,15325070,Kheri,1560020,0,M,>1Cr
Anil Kishore,Lok Dal,0,12th Pass,41,648000,Kheri,0,0,M,1L-10L
Anupam Verma,AD,0,Null,30,646300,Kheri,0,0,M,1L-10L
Iliyas Azmi,BSP,0,Others,68,17619316,Kheri,0,0,M,>1Cr
Kashinath Singh,JPS,0,Graduate Professional,49,2072000,Kheri,0,0,M,10L-1Cr
Ramdarash,CPI(ML)(L),17,8th Pass,45,30000,Kheri,0,0,M,<1L
Ravi Prakash Verma,SP,1,Graduate Professional,49,5389781,Kheri,350160,0,M,10L-1Cr
Ku. Ratanjeet Pratap Narayan Singh,INC,0,Graduate,45,39975893,Kushi Nagar,100000,1,M,>1Cr
Anil,RPI(A),0,Null,43,830000,Kushi Nagar,0,0,M,1L-10L
Babu Lal,BRPP,0,8th Pass,40,567000,Kushi Nagar,0,0,M,1L-10L
Bramha Shanker,SP,2,Graduate Professional,56,28469369,Kushi Nagar,1074290,0,M,>1Cr
Dheeraj Shekhar Shriwastawa,RALOP,0,Null,49,16000,Kushi Nagar,0,0,M,<1L
Jangi,SBSP,2,Null,55,0,Kushi Nagar,0,0,M,
K Kumar,PRBD,0,12th Pass,56,3900,Kushi Nagar,0,0,M,<1L
Kishor Kumar,IPP,1,Graduate Professional,40,3387500,Kushi Nagar,0,0,M,10L-1Cr
Madan Lal,MADP,0,12th Pass,46,657000,Kushi Nagar,0,0,M,1L-10L
Matiullah,NLHP,0,Graduate Professional,43,35000,Kushi Nagar,0,0,M,<1L
Swami Prasad Maurya,BSP,1,Post Graduate,54,6624790,Kushi Nagar,0,0,M,10L-1Cr
Vijay Dubey,BJP,2,12th Pass,41,8913000,Kushi Nagar,0,0,M,10L-1Cr
Dr. Baliram,BSP,0,Doctorate,56,8003036,Lalganj,638922,1,M,10L-1Cr
Daroga Prasad Saroj,SP,5,Graduate,60,5573553,Lalganj,0,0,M,10L-1Cr
Hari Prasad Sonkar,CPI,0,Literate,50,132569,Lalganj,0,0,M,1L-10L
Manbhawan,BRPP,0,Null,32,759500,Lalganj,0,0,M,1L-10L
Neelam Sonkar,BJP,0,Post Graduate,33,11555274,Lalganj,1300000,0,F,>1Cr
Ram Dayal Alias Mohan,SBSP,0,8th Pass,32,9000,Lalganj,0,0,M,<1L
Lal Ji Tandon,BJP,0,Graduate,73,21700160,Lucknow,0,1,M,>1Cr
Anupam Mishra,SWPI,0,Graduate,37,1452714,Lucknow,125867,0,M,10L-1Cr
Dasharath,RMEP,0,Post Graduate,36,12404,Lucknow,0,0,M,<1L
Dr. Akhilesh Das Gupta,BSP,1,Doctorate,48,527490020,Lucknow,2190715,0,M,>1Cr
Dr.Khan Mohmad Atif,MMUP,0,Doctorate,64,4700000,Lucknow,0,0,M,10L-1Cr
Jugunu Ranjan,JANS,0,Graduate,47,2090000,Lucknow,0,0,F,10L-1Cr
Kamal Chandra,GGP,0,Graduate,39,4091000,Lucknow,0,0,M,10L-1Cr
Mohd. Irshad,NBNP,0,Null,40,100000,Lucknow,0,0,M,<1L
Murli Prasad,RTKP,0,Literate,56,106430,Lucknow,0,0,M,1L-10L
Mustaq Khan,IJP,0,Null,38,42000,Lucknow,0,0,M,<1L
Nafisa Ali Sodhi,SP,2,Null,52,49420475,Lucknow,0,0,M,>1Cr
Nand Kumar Lodhi Rajpoot,BGD,0,Graduate,44,40000,Lucknow,0,0,M,<1L
Praveen Kumar Mishra,EKSP,0,10th Pass,32,110000,Lucknow,0,0,M,1L-10L
Rajesh Kumar Pandey,AITC,0,12th Pass,40,92000,Lucknow,0,0,M,<1L
Ravi Shankar Bharat,BPD,0,Post Graduate,28,50000,Lucknow,0,0,M,<1L
Rita Bahuguna Joshi,INC,0,Doctorate,59,16029707,Lucknow,0,0,F,>1Cr
Tufani Saroj,SP,0,Graduate,48,5336133,Machhlishahr,0,1,M,10L-1Cr
Kamla Kant Gautam (K.K. Gautam),BSP,1,Graduate Professional,51,2865000,Machhlishahr,0,0,M,10L-1Cr
Krishna Sewak Sonker,JPS,0,Null,48,5950000,Machhlishahr,0,0,M,10L-1Cr
Raj Bahadur,INC,0,Graduate Professional,66,1106152,Machhlishahr,0,0,M,10L-1Cr
Ram Charitra,AD,0,12th Pass,41,3305000,Machhlishahr,0,0,M,10L-1Cr
Sheomurat Ram,GGP,0,Post Graduate,71,611760,Machhlishahr,0,0,M,1L-10L
Sukhraj Dinkar,RSP,0,Post Graduate,51,842000,Machhlishahr,0,0,M,1L-10L
Sushma,RAD,0,Null,29,63399,Machhlishahr,0,0,F,<1L
Vidyasagar Sonker,BJP,0,Graduate Professional,48,4507815,Machhlishahr,320000,0,M,10L-1Cr
Vijayee Ram,Ambedkar Samaj Party,0,Post Graduate,38,50000,Machhlishahr,0,0,M,<1L
Abdur Urf Ansari,NLHP,0,Post Graduate,45,2367000,Maharajganj,0,0,M,10L-1Cr
Ajeet Mani,SP,0,Doctorate,41,19709687,Maharajganj,675417,0,M,>1Cr
Ganesh Shankar Pandey,BSP,0,Graduate,51,15548924,Maharajganj,662717,0,M,>1Cr
Pankaj Chaudhary,BJP,0,12th Pass,39,43754559,Maharajganj,1659000,0,M,>1Cr
Pawan Kumar,RPI(A),0,8th Pass,39,25711000,Maharajganj,3767909,0,M,>1Cr
Ram Kishun Nishad,SBSP,0,12th Pass,52,430000,Maharajganj,0,0,M,1L-10L
Satya Narayan Urf Satnarayan,BEP,0,5th Pass,58,100000,Maharajganj,0,0,M,<1L
Mulayam Singh Yadav,SP,0,Post Graduate,69,22399320,Mainpuri,243842,1,M,>1Cr
Abadhesh Shakya,RSMD,0,10th Pass,41,1230200,Mainpuri,0,0,M,10L-1Cr
Genda Lal Pal,RALP,0,10th Pass,56,825000,Mainpuri,0,0,M,1L-10L
Hakim Singh Yadav,CPI,0,Graduate Professional,65,4175000,Mainpuri,120000,0,M,10L-1Cr
Karuna Nidhi Pandey,KKJHS,0,Post Graduate,46,487001,Mainpuri,0,0,M,1L-10L
Man Singh Kashyap,Lok Dal,0,Graduate,53,1166395,Mainpuri,0,0,M,10L-1Cr
Praveen Yadav,Mahan Dal,0,Graduate,40,4378038,Mainpuri,276515,0,M,10L-1Cr
Rajvir Singh,NDPF,0,12th Pass,43,2068000,Mainpuri,0,0,M,10L-1Cr
Ravindra Singh,RWS,0,Post Graduate,69,1785000,Mainpuri,0,0,M,10L-1Cr
Sarvesh,JPS,0,12th Pass,31,730000,Mainpuri,0,0,M,1L-10L
Tripti Shakya,BJP,1,Graduate,31,2814584,Mainpuri,0,0,M,10L-1Cr
Vinay Shakya,BSP,1,Post Graduate,38,9530440,Mainpuri,900000,0,M,10L-1Cr
Yogendra Singh,IJP,0,12th Pass,41,1240000,Mainpuri,0,0,M,10L-1Cr
Jayant K Singh,RLD,1,Post Graduate,30,30204219,Mathura,288327,0,M,>1Cr
Ashraf Ali,NLHP,0,12th Pass,34,6179564,Mathura,0,0,M,10L-1Cr
Devendra,RALP,0,Graduate Professional,27,262000,Mathura,0,0,M,1L-10L
Heera Singh,NELU,0,Null,44,550000,Mathura,0,0,M,1L-10L
Manvendra Singh,INC,0,12th Pass,62,14959430,Mathura,1649007,0,M,>1Cr
Shyam Sunder Sharma,BSP,0,Post Graduate,57,32557287,Mathura,0,0,M,>1Cr
Yadram Pankaj,BSP(K),2,10th Pass,56,5038200,Mathura,0,0,M,10L-1Cr
Rajendra Agarwal,BJP,0,Post Graduate,59,2121825,Meerut,315620,1,M,10L-1Cr
Ajay Agarwal,Samajwadi Janata Party (Rashtriya),0,Graduate Professional,44,33425000,Meerut,25487,0,M,>1Cr
Arun Kumar Jain,NCP,2,Graduate,57,805000,Meerut,0,0,M,1L-10L
Dr. Hari Singh Azad,Akhil Bharatiya Loktantra Party,0,5th Pass,65,55600,Meerut,0,0,M,<1L
Jeneshwar Prashad Sharma,RVNP,0,12th Pass,60,1246500,Meerut,0,0,M,10L-1Cr
Malook Nagar,BSP,0,Graduate,43,853165000,Meerut,0,0,M,>1Cr
Mughis Ahmad Gilani,CPI,1,Post Graduate,53,443463,Meerut,222000,0,M,1L-10L
Rajendra Sharma,INC,0,Graduate Professional,61,10011281,Meerut,350000,0,M,>1Cr
Rajesh Kumar,IJP,0,10th Pass,42,1032257,Meerut,290000,0,M,10L-1Cr
Rajkumar Tyagi,ABHM,0,Graduate,38,7210000,Meerut,2368455,0,M,10L-1Cr
Santosh Ahluwalia,RDMP,0,Post Graduate,40,3982750,Meerut,0,0,F,10L-1Cr
Shahid Manzoor,SP,0,Post Graduate,54,18808730,Meerut,0,0,M,>1Cr
Tejveer Singh,RWS,0,Graduate Professional,67,7037400,Meerut,90000,0,M,10L-1Cr
Bal Kumar Patel,SP,10,12th Pass,48,22978000,Mirzapur,11695272,0,M,>1Cr
Ajay Shanker,GMS,0,Others,33,0,Mirzapur,0,0,M,
Anil Kumar Maurya,BSP,0,Post Graduate,37,15852990,Mirzapur,0,0,M,>1Cr
Anurag Singh,BJP,0,Post Graduate,42,16297500,Mirzapur,0,0,M,>1Cr
Jagdish,AD,0,Others,49,47619574,Mirzapur,800000,0,M,>1Cr
Kailash,BSA,0,8th Pass,48,62000,Mirzapur,0,0,M,<1L
Kheladi,GGP,0,Null,58,1000,Mirzapur,0,0,M,<1L
Lalji,RAD,0,12th Pass,48,2010000,Mirzapur,125000,0,M,10L-1Cr
Lalti Devi,VP,0,Literate,54,1450000,Mirzapur,0,0,F,10L-1Cr
Mohd. Sagir,National Loktantrik Party,0,12th Pass,41,300500,Mirzapur,100000,0,M,1L-10L
Prem Chand,PMSP,0,Post Graduate,45,215000,Mirzapur,8000,0,M,1L-10L
Radhe Shyam,BRP,0,8th Pass,58,388000,Mirzapur,0,0,M,1L-10L
Ramesh Dubey,INC,0,8th Pass,66,62799155,Mirzapur,0,0,M,>1Cr
Shankar,CPI(ML)(L),1,Null,58,0,Mirzapur,0,0,M,
Shyam Lal,EKSP,1,12th Pass,41,3654000,Mirzapur,0,0,M,10L-1Cr
Trilok Nath Verma,IJP,0,Others,61,6701680,Mirzapur,700000,0,M,10L-1Cr
Ashok Kumar Rawat,BSP,0,Post Graduate,42,6221049,Misrikh,665426,1,M,10L-1Cr
Anil Kumar Alias Anil Bhargav,BJP,1,Post Graduate,37,6448396,Misrikh,397400,0,M,10L-1Cr
Om Prakash,INC,0,Post Graduate,47,16816822,Misrikh,3398143,0,M,>1Cr
Ram Autar,RPI(A),0,Null,52,1502466,Misrikh,0,0,M,10L-1Cr
Shyam Prakash,SP,1,Graduate,49,7252808,Misrikh,300000,0,M,10L-1Cr
Vishambhar Dayal,RCP,0,Graduate,38,1174300,Misrikh,200000,0,M,10L-1Cr
Sushila Saroj,SP,0,Post Graduate,58,28680230,Mohanlalganj,2452429,1,F,>1Cr
Jai Prakash,BSP,0,Graduate,50,18381208,Mohanlalganj,1951970,0,M,>1Cr
Jaipal Pathik,RCP,9,12th Pass,50,34000,Mohanlalganj,170000,0,M,<1L
R.K.Chaudhary,Rashtriya Swabhimaan Party,1,Graduate Professional,50,1233023,Mohanlalganj,0,0,M,10L-1Cr
Ranjan Kumar Chaudhary,BJP,0,Post Graduate,38,4330738,Mohanlalganj,551181,0,M,10L-1Cr
Sattideen,UPRP,0,Illiterate,53,2697664,Mohanlalganj,285700,0,M,10L-1Cr
Mohammed Azharuddin,INC,0,Graduate,46,25233948,Moradabad,565160,1,M,>1Cr
Har Swaroop Sharma,RSMD,0,Post Graduate,56,6515500,Moradabad,1730000,0,M,10L-1Cr
Kunwar Sarvesh Kumar,BJP,4,12th Pass,57,29516747,Moradabad,0,0,M,>1Cr
Mohammad Rizwan,SP,4,Graduate,58,3777148,Moradabad,78000,0,M,10L-1Cr
Rajiv Tihen,BSP,0,12th Pass,46,5880413,Moradabad,12460293,0,M,10L-1Cr
Rishi Pal,ABHM,0,10th Pass,41,3640000,Moradabad,0,0,M,10L-1Cr
Shakeel Ahmed,NLHP,1,5th Pass,47,2157570,Moradabad,0,0,M,10L-1Cr
Kadeer Rana,BSP,4,Literate,45,58451906,Muzaffarnagar,0,0,M,>1Cr
Abdul Ajij,PECP,1,10th Pass,57,11396086,Muzaffarnagar,0,0,M,>1Cr
Anuradha Chaudhary,RLD,0,Graduate,48,79870000,Muzaffarnagar,0,0,F,>1Cr
Asutosh Pandey,Lok Dal,0,Graduate,30,5295000,Muzaffarnagar,0,0,M,10L-1Cr
Dheer Singh,CPI,0,12th Pass,45,2023000,Muzaffarnagar,600000,0,M,10L-1Cr
Hrendra Singh Malik,INC,0,Graduate,54,21968281,Muzaffarnagar,3524647,0,M,>1Cr
Manish,ABHM,0,10th Pass,35,503374,Muzaffarnagar,0,0,M,1L-10L
Nawab Ali,NLHP,0,10th Pass,28,1380000,Muzaffarnagar,150000,0,M,10L-1Cr
Reeta,MKUP,0,Graduate,31,1492642,Muzaffarnagar,0,0,F,10L-1Cr
Salamoodeen,NELU,0,Literate,45,1307000,Muzaffarnagar,0,0,M,10L-1Cr
Sangeet Singh Som,SP,1,Graduate,29,16490000,Muzaffarnagar,0,0,M,>1Cr
Satish Kumar,JSP,0,12th Pass,32,1051100,Muzaffarnagar,0,0,M,10L-1Cr
Veerpal,BSKP,0,8th Pass,32,120479,Muzaffarnagar,0,0,M,1L-10L
Yashvir Singh,SP,1,12th Pass,36,784562,Nagina,0,0,M,1L-10L
Babli Alias Gulsan Jahan,NELU,0,Literate,34,512000,Nagina,0,0,F,1L-10L
Isam Singh,INC,0,Others,51,16926590,Nagina,264000,0,M,>1Cr
Munsiram,RLD,0,Others,59,7064554,Nagina,120573,0,M,10L-1Cr
Ram Kishan Singh,BSP,0,Post Graduate,65,8719145,Nagina,0,0,M,10L-1Cr
Ranjeet,NBNP,0,Literate,40,222000,Nagina,0,0,M,1L-10L
Tej Singh,Ambedkar Samaj Party,1,Graduate,53,18636224,Nagina,0,0,M,>1Cr
Udit Raj,IJP,0,Doctorate,51,16502117,Nagina,131342,0,M,>1Cr
Vijay Prakash,PECP,0,Post Graduate,70,4400000,Nagina,0,0,M,10L-1Cr
Kapil Muni Karwariya,BSP,4,Graduate Professional,42,0,Phulpur,0,0,M,
Chandrajeet,Lok Dal,0,Graduate,28,58000,Phulpur,0,0,M,<1L
Devendra Pratap Singh,RDMP,1,Null,38,150000,Phulpur,0,0,M,1L-10L
Dharmaraj Singh Patel,INC,3,Post Graduate,50,5104000,Phulpur,0,0,M,10L-1Cr
Karan Singh Patel,BJP,0,Post Graduate,50,5018597,Phulpur,28442,0,M,10L-1Cr
Lallan Singh,Rashtriya Swabhimaan Party,6,8th Pass,35,4953000,Phulpur,0,0,M,10L-1Cr
Pradeep Kumar Srivastava,AD,0,Post Graduate,49,11292327,Phulpur,0,0,M,>1Cr
Sanjeev Kumar Mishra,Yuva Vikas Party,0,Post Graduate,30,1597000,Phulpur,110746,0,M,10L-1Cr
Satish Yadav,IJP,0,Post Graduate,34,1510025,Phulpur,0,0,M,10L-1Cr
Shyama Charan Gupta,SP,0,Graduate Professional,63,135600000,Phulpur,188186,0,M,>1Cr
Vijay Kumar,GMS,0,Literate,56,750000,Phulpur,0,0,M,1L-10L
Feroze Varun Gandhi,BJP,6,Graduate,29,49267810,Pilibhit,0,0,M,>1Cr
Ganga Charan,BSP,0,Graduate Professional,45,298273248,Pilibhit,0,0,M,>1Cr
Harish Kumar,BSRD,0,8th Pass,44,132800,Pilibhit,0,0,M,1L-10L
Harpal Singh,RCP,0,12th Pass,26,110000,Pilibhit,0,0,M,1L-10L
Indra Pal,AD,0,Post Graduate,58,5055000,Pilibhit,200000,0,M,10L-1Cr
Jamuna Davi,RKSP,0,Literate,54,100000,Pilibhit,0,0,F,<1L
Krishna Adhikari,CPI(ML)(L),6,10th Pass,44,64450,Pilibhit,0,0,M,<1L
Master Chotey Lal Gangwar,NCP,0,Literate,61,6901000,Pilibhit,45000,0,M,10L-1Cr
Ram Kumar Arya,Akhil Bharatiya Rajarya Sabha,0,Post Graduate,40,1245000,Pilibhit,0,0,M,10L-1Cr
Riyaz Ahmad,SP,0,Post Graduate,44,5912608,Pilibhit,2429125,0,M,10L-1Cr
V. M. Singh,INC,8,Graduate,49,6321566925,Pilibhit,3935858,0,M,>1Cr
Rajkumari Ratna Singh,INC,5,Graduate,49,678270725,Pratapgarh,1002000,0,M,>1Cr
A. Rashid Ansari,MC,1,Graduate,54,1789119,Pratapgarh,0,0,M,10L-1Cr
Arun Kumar,Samajwadi Janata Party (Rashtriya),0,12th Pass,48,101549,Pratapgarh,0,0,M,1L-10L
Kunwar Akshaya Pratap Singh,SP,5,8th Pass,41,42118096,Pratapgarh,19054082,0,M,>1Cr
Lakshmi Narain Pandey (Guru Ji),BJP,2,Graduate,57,15785801,Pratapgarh,0,0,M,>1Cr
Rajesh,KKJHS,0,Graduate,36,135000,Pratapgarh,0,0,M,1L-10L
Sonia Gandhi,INC,0,Others,62,13794768,Rae bareli,0,0,M,>1Cr
Anil Kumar Maurya,AD,2,Null,31,20000,Rae bareli,0,0,M,<1L
Dinesh,RCP,0,Post Graduate,32,235000,Rae bareli,0,0,M,1L-10L
R.B.Singh,BJP,0,Graduate,44,2798000,Rae bareli,500000,0,M,10L-1Cr
R.S.Kushwaha,BSP,0,12th Pass,52,8919388,Rae bareli,933025,0,M,10L-1Cr
Jaya Prada Nahata,SP,0,12th Pass,45,131490118,Rampur,1398995,1,F,>1Cr
Begum Noor Bano Urf Mehtab Zamani Begum,INC,0,10th Pass,70,27603385,Rampur,161758,0,F,>1Cr
Deepchand Gupta,JKD,0,Post Graduate,51,753381,Rampur,0,0,M,1L-10L
Ghan Shyam Singh Lodhi,BSP,0,8th Pass,48,12493082,Rampur,6200000,0,M,>1Cr
Mukhtar Abbas Naqvi,BJP,1,Graduate,51,25360000,Rampur,1000000,0,M,>1Cr
Sameena Bi,Rashtriya Swabhimaan Party,3,12th Pass,27,1000,Rampur,0,0,M,<1L
Sanjeev Kumar,AD,0,Post Graduate,47,2137000,Rampur,0,0,M,10L-1Cr
Shripal Gupta,BSP(K),0,8th Pass,38,685000,Rampur,0,0,M,1L-10L
Sifaat Ali Khan,Indian Union Muslim League,0,Graduate,48,104000,Rampur,0,0,M,1L-10L
Pakauri Lal,SP,0,Literate,57,1762515,Robertsganj,0,1,M,10L-1Cr
Chandra Shekhar,JPS,0,12th Pass,34,550000,Robertsganj,0,0,M,1L-10L
Gulab,PDFO,2,Others,31,2547000,Robertsganj,0,0,M,10L-1Cr
Munni Devi,RSMD,0,Null,42,380000,Robertsganj,0,0,F,1L-10L
Ram Adhar Joseph,INC,0,Post Graduate,43,7273075,Robertsganj,0,0,M,10L-1Cr
Ram Chandra Tyagi,BSP,0,Null,54,3225900,Robertsganj,0,0,M,10L-1Cr
Ram Shakal,BJP,0,Post Graduate,47,3096064,Robertsganj,230262,0,M,10L-1Cr
